loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
29,5, Not Graduate, Yes,1750000.0,72000000,6,350,460000.0,2380000.0,2750000.0,1455000.0,rejected
30,3, Not Graduate, Yes,2250000.0,94500000,10,350,4360000.0,2480000.0,3370000.0,1200000.0,approved
31,2, Not Graduate, No,2450000.0,75900000,12,350,4040000.0,1040000.0,2550000.0,1395000.0,rejected
32,2, Graduate, No,1425000.0,36000000,6,350,720000.0,1480000.0,2170000.0,645000.0,rejected
33,1, Not Graduate, Yes,200000.0,4800000,10,350,140000.0,40000.0,220000.0,150000.0,rejected
34,5, Not Graduate, Yes,2100000.0,66000000,2,350,760000.0,780000.0,1990000.0,810000.0,approved
35,3, Graduate, No,1225000.0,35700000,8,350,1940000.0,240000.0,1900000.0,870000.0,approved
36,2, Graduate, Yes,425000.0,10200000,8,350,540000.0,560000.0,600000.0,135000.0,approved
37,3, Not Graduate, No,400000.0,18600000,18,350,680000.0,140000.0,530000.0,210000.0,approved
38,5, Graduate, Yes,2000000.0,81600000,6,350,1280000.0,60000.0,1670000.0,1065000.0,rejected
39,5, Graduate, No,900000.0,23100000,16,350,1400000.0,260000.0,1000000.0,435000.0,approved
40,3, Not Graduate, Yes,375000.0,15300000,6,350,20000.0,40000.0,560000.0,135000.0,rejected
41,1, Graduate, No,1950000.0,54300000,2,350,1720000.0,2240000.0,2170000.0,1350000.0,approved
42,2, Not Graduate, No,2275000.0,74700000,16,350,4460000.0,2420000.0,3100000.0,780000.0,approved
43,3, Graduate, No,350000.0,10200000,6,350,40000.0,300000.0,390000.0,120000.0,rejected
44,2, Graduate, Yes,200000.0,6900000,12,350,440000.0,260000.0,180000.0,120000.0,rejected
45,5, Graduate, No,1625000.0,40200000,18,350,3640000.0,60000.0,1620000.0,810000.0,approved
46,4, Graduate, No,2000000.0,83400000,16,350,2600000.0,1260000.0,2140000.0,1635000.0,rejected
47,3, Not Graduate, Yes,1050000.0,43800000,6,350,480000.0,1380000.0,870000.0,735000.0,approved
48,1, Graduate, Yes,1225000.0,57300000,14,350,1080000.0,1820000.0,1770000.0,975000.0,approved
49,3, Not Graduate, No,1375000.0,61500000,12,350,160000.0,1720000.0,1850000.0,1230000.0,approved
50,1, Not Graduate, Yes,2375000.0,57300000,16,350,20000.0,2100000.0,3770000.0,1755000.0,approved
51,4, Graduate, No,1825000.0,76200000,16,350,100000.0,360000.0,2050000.0,1575000.0,rejected
52,2, Graduate, No,2175000.0,74100000,10,350,1360000.0,700000.0,2180000.0,1695000.0,rejected
53,5, Not Graduate, No,950000.0,22800000,4,350,1740000.0,20000.0,930000.0,510000.0,approved
54,1, Not Graduate, Yes,2100000.0,69000000,12,350,3080000.0,2960000.0,3190000.0,1230000.0,approved
55,2, Graduate, Yes,1275000.0,59100000,20,350,1480000.0,1860000.0,1940000.0,510000.0,approved
56,5, Not Graduate, No,1675000.0,73500000,12,350,240000.0,1120000.0,1630000.0,930000.0,approved
57,2, Not Graduate, No,1075000.0,31800000,18,350,420000.0,300000.0,930000.0,780000.0,rejected
58,5, Graduate, Yes,2325000.0,91500000,18,350,3860000.0,2060000.0,3460000.0,1305000.0,approved
59,1, Graduate, No,1850000.0,55200000,20,350,3700000.0,1820000.0,1750000.0,615000.0,rejected
60,4, Not Graduate, Yes,1375000.0,54600000,16,350,-20000.0,980000.0,1860000.0,720000.0,approved
61,2, Not Graduate, No,2125000.0,56700000,18,350,4760000.0,3260000.0,2590000.0,1710000.0,rejected
62,3, Not Graduate, Yes,2400000.0,91500000,18,350,940000.0,380000.0,2650000.0,1395000.0,approved
63,5, Not Graduate, Yes,2200000.0,86700000,6,350,4880000.0,1720000.0,2740000.0,705000.0,rejected
64,3, Not Graduate, Yes,825000.0,22500000,20,350,320000.0,1120000.0,1050000.0,435000.0,approved
65,4, Graduate, Yes,975000.0,36900000,18,350,1520000.0,1380000.0,1310000.0,420000.0,approved
66,1, Graduate, No,1025000.0,30900000,12,350,1900000.0,1220000.0,1490000.0,420000.0,rejected
67,3, Not Graduate, No,2075000.0,87300000,10,350,1220000.0,2380000.0,2410000.0,1785000.0,approved
68,0, Not Graduate, Yes,675000.0,30300000,20,350,40000.0,340000.0,590000.0,210000.0,rejected
69,4, Graduate, No,1400000.0,37200000,4,350,1100000.0,620000.0,1180000.0,825000.0,approved
70,0, Graduate, No,475000.0,15000000,12,350,800000.0,560000.0,490000.0,360000.0,rejected
71,4, Not Graduate, Yes,125000.0,4500000,20,350,20000.0,40000.0,190000.0,90000.0,rejected
72,5, Graduate, Yes,1325000.0,55800000,4,350,540000.0,1940000.0,1190000.0,630000.0,approved
73,5, Not Graduate, No,1750000.0,54900000,4,350,3680000.0,2340000.0,2150000.0,1140000.0,rejected
74,3, Not Graduate, Yes,1450000.0,50100000,16,350,780000.0,1880000.0,1260000.0,840000.0,approved
75,2, Not Graduate, No,650000.0,25200000,6,350,1300000.0,760000.0,560000.0,300000.0,rejected
76,2, Not Graduate, No,475000.0,19500000,18,350,120000.0,500000.0,480000.0,165000.0,approved
77,4, Graduate, No,1425000.0,44400000,16,350,2860000.0,1560000.0,1290000.0,945000.0,approved
78,0, Graduate, No,2250000.0,100500000,8,350,2320000.0,1780000.0,3540000.0,1665000.0,approved
79,2, Not Graduate, No,2125000.0,88200000,12,350,3520000.0,1120000.0,2520000.0,1350000.0,approved
80,0, Not Graduate, No,175000.0,4200000,14,350,380000.0,140000.0,240000.0,135000.0,approved
81,4, Graduate, No,875000.0,26700000,4,350,260000.0,440000.0,1230000.0,300000.0,rejected
82,0, Not Graduate, No,2200000.0,93600000,4,350,580000.0,100000.0,3330000.0,1290000.0,approved
83,2, Not Graduate, Yes,2475000.0,63600000,16,350,5100000.0,2280000.0,2660000.0,1020000.0,rejected
84,3, Graduate, No,900000.0,25800000,20,350,1880000.0,60000.0,1030000.0,495000.0,approved
85,3, Not Graduate, Yes,750000.0,24600000,16,350,1060000.0,1160000.0,1100000.0,510000.0,approved
86,2, Graduate, No,1700000.0,63600000,16,350,3420000.0,940000.0,2330000.0,540000.0,rejected
87,5, Not Graduate, Yes,275000.0,11400000,18,350,260000.0,240000.0,380000.0,240000.0,rejected
88,1, Not Graduate, Yes,2175000.0,84900000,8,350,4080000.0,2720000.0,2790000.0,1530000.0,rejected
89,4, Graduate, Yes,500000.0,24000000,6,350,1020000.0,520000.0,390000.0,435000.0,approved
90,2, Not Graduate, No,2450000.0,112800000,10,350,4820000.0,0.0,2340000.0,1140000.0,approved
91,4, Graduate, No,1425000.0,63300000,18,350,100000.0,860000.0,1250000.0,900000.0,rejected
92,4, Graduate, No,2200000.0,62100000,18,350,3840000.0,640000.0,2240000.0,1905000.0,rejected
93,4, Graduate, No,950000.0,26700000,4,350,1820000.0,700000.0,1310000.0,705000.0,approved
94,1, Graduate, No,425000.0,19200000,10,350,180000.0,220000.0,560000.0,315000.0,rejected
95,2, Graduate, No,250000.0,6000000,10,350,240000.0,80000.0,320000.0,195000.0,rejected
96,5, Graduate, No,75000.0,3300000,2,350,20000.0,100000.0,70000.0,60000.0,approved
97,2, Graduate, Yes,1650000.0,45000000,18,350,240000.0,960000.0,1820000.0,1050000.0,rejected
98,2, Not Graduate, No,2175000.0,75000000,20,350,2940000.0,1700000.0,2320000.0,1095000.0,approved
99,4, Graduate, No,2350000.0,88200000,12,350,5180000.0,3040000.0,3640000.0,1065000.0,approved
100,0, Graduate, No,1100000.0,32400000,14,350,480000.0,960000.0,1380000.0,705000.0,rejected
